Lineage,SNP
BL,736
BL,664
BL,767
BL,818
BL,726
BL,782
BL,801
BL,694
BL,730
BL,1924
BL,794
BL,1346
BL,1363
BL,1351
BL,1348
BL,692
BL,827
BL,1375
BL,1359
BL,733
BL,720
BL,720
BL,740
BL,776
BL,1901
BL,1930
BL,1356
BL,812
BL,720
BL,806
BL,787
BL,768
BL,1922
BL,1306
BL,770
BL,743
BL,739
BL,1368
BL,788
BL,1357
BL,832
BL,1327
BL,744
BL,1881
BL,776
BL,1923
BL,1903
BL,1951
BL,1938
BL,2003
BL,2414
BL,1900
BL,2075
BL,1946
BL,1923
BL,1947
BL,1962
BL,1964
BL,1940
BL,1930
BL,2364
BL,1922
BL,2004
BL,1901
BL,2018
BL,1917
BL,1971
BL,1989
BL,2012
BL,1951
BL,1965
BL,1958
BL,1968
BL,2191
BL,2010
BL,1933
BL,1915
BL,2080
BL,1930
BL,1963
BL,2090
BL,1953
BL,1862
BL,1935
BL,2079
BL,1962
BL,2081
BL,1914
BL,1952
BL,1945
BL,1951
BL,1890
BL,1934
BL,1959
BL,1903
BL,2016
BL,2013
BL,1939
BL,1910
BL,2353
BL,2098
BL,1997
BL,1997
BL,1948
BL,1957
BL,1992
BL,1935
BL,1906
BL,2015
BL,1925
BL,1982
BL,1963
BL,1947
BL,1928
BL,1932
BL,1933
BL,1939
BL,2111
BL,2360
BL,1945
BL,2004
BL,1910
BL,1984
BL,1989
BL,1945
BL,1926
BL,1911
BL,1910
BL,1910
BL,1915
BL,1917
BL,1931
BL,1905
BL,1904
BL,1943
BL,1922
BL,1951
BL,1914
BL,2370
BL,2244
BL,1918
BL,1991
BL,1932
BL,2397
BL,1912
BL,1921
BL,1962
BL,1991
BL,1937
BL,1922
BL,2011
BL,2013
BL,2390
BL,1904
BL,2187
BL,1913
BL,1944
BL,1924
BL,1942
BL,1888
BL,2023
BL,1910
BL,2368
BL,1943
BL,1951
BL,1918
BL,1953
BL,1996
BL,2077
BL,2003
BL,1917
BL,1907
BL,1923
BL,1934
BL,1863
BL,1910
BL,1931
BL,1985
BL,1896
BL,1938
BL,1919
BL,2196
BL,2014
BL,1924
BL,1945
BL,1999
BL,1912
BL,2027
BL,1940
BL,1928
BL,1921
BL,1900
BL,1993
BL,2012
BL,1933
BL,1932
BL,1906
BL,1963
BL,1938
BL,1926
BL,1928
BL,1943
BL,1943
BL,2377
BL,1931
BL,2253
BL,1887
BL,1893
BL,2362
BL,1913
BL,2223
BL,2373
BL,1890
BL,1903
BL,1999
BL,1920
BL,1954
BL,2367
BL,1920
BL,2362
BL,1888
BL,1918
BL,1945
BL,1968
BL,1903
BL,1905
BL,1924
BL,1907
BL,1940
BL,1956
BL,2173
BL,1999
BL,2194
BL,1950
BL,2380
BL,1909
BL,1923
BL,1890
BL,1937
BL,1934
BL,2021
BL,1981
BL,1933
BL,1913
BL,1895
BL,1964
BL,1924
BL,2391
BL,1940
BL,1999
BL,1914
BL,1913
BL,1993
BL,1932
BL,1948
BL,1931
BL,1912
BL,1999
BL,1933
BL,1898
BL,1881
BL,1931
BL,1918
BL,1883
BL,1916
BL,1933
BL,1924
BL,1927
BL,1886
BL,1930
BL,2076
BL,1931
BL,1904
BL,1919
BL,1922
BL,1951
BL,2011
BL,1911
BL,1959
BL,1911
BL,1931
BL,1890
BL,1957
BL,1926
BL,1924
BL,1904
BL,2002
BL,1916
BL,2364
BL,2372
BL,2360
BL,2365
BL,1909
BL,2003
BL,2380
BL,1934
BL,1937
BL,2380
BL,1885
BL,1929
BL,2019
BL,1990
BL,1965
BL,1940
BL,1931
BL,2365
BL,1915
BL,1917
BL,1909
BL,1897
BL,1890
BL,1949
BL,2112
BL,1924
BL,1966
BL,1932
BL,1918
BL,1960
BL,1923
BL,2013
BL,2386
BL,1902
BL,1950
BL,1997
BL,2370
BL,1910
BL,2349
BL,1908
BL,1978
BL,1958
BL,1908
BL,1897
BL,792
BL,748
BL,714
BL,706
BL,864
BL,1348
BL,691
BL,1328
BL,682
BL,709
BL,745
BL,844
BL,658
BL,716
BL,1308
BL,817
BL,723
BL,877
BL,706
BL,893
BL,812
BL,755
BL,815
BL,784
BL,853
BL,1706
BL,762
BL,823
BL,1330
BL,691
BL,763
BL,1360
BL,763
BL,685
BL,1329
BL,1289
BL,743
BL,855
BL,762
BL,875
BL,875
BL,792
BL,753
BL,1255
BL,854
BL,841
BL,668
BL,735
BL,853
BL,770
BL,878
BL,774
BL,837
BL,813
BL,774
BL,793
BL,845
BL,768
BL,1332
BL,1282
BL,715
BL,803
BL,713
BL,837
BL,812
BL,816
BL,757
BL,833
BL,762
BL,750
BL,765
BL,722
BL,741
BL,1321
BL,1115
BL,723
BL,818
BL,656
BL,1353
BL,736
BL,741
BL,754
BL,816
BL,772
BL,1922
BL,801
BL,828
BL,1281
BL,747
BL,1699
BL,691
BL,709
BL,778
BL,1272
BL,735
BL,1304
BL,778
BL,695
BL,778
BL,1247
BL,829
BL,731
BL,816
BL,767
BL,681
BL,808
BL,815
BL,1668
BL,855
BL,757
BL,789
BL,821
BL,762
BL,872
BL,783
BL,789
BL,814
BL,874
BL,727
BL,781
BL,720
BL,1886
BL,688
BL,813
BL,790
BL,821
BL,1286
BL,812
BL,1734
BL,733
BL,739
BL,1252
BL,769
BL,1704
BL,1292
BL,740
BL,858
BL,806
BL,725
BL,1284
BL,1910
BL,687
BL,1310
BL,811
BL,751
BL,737
BL,792
BL,794
BL,796
BL,737
BL,1675
BL,848
BL,1647
BL,826
BL,1306
BL,756
BL,809
BL,692
BL,784
BL,791
BL,689
BL,654
BL,788
BL,681
BL,1295
BL,688
BL,794
BL,742
BL,845
BL,698
BL,827
BL,666
BL,803
BL,691
BL,836
BL,795
BL,803
BL,1321
BL,721
BL,722
BL,670
BL,763
BL,709
BL,873
BL,734
BL,657
BL,777
BL,744
BL,731
BL,719
BL,1913
BL,881
BL,800
BL,1310
BL,1323
BL,1297
BL,1297
BL,650
BL,859
BL,1295
BL,682
BL,718
BL,1294
BL,811
BL,786
BL,777
BL,1872
BL,705
BL,1911
BL,726
BL,1316
BL,803
BL,790
BL,1900
BL,1333
BL,766
BL,720
BL,796
BL,788
BL,829
BL,843
BL,1323
BL,716
BL,796
BL,1310
BL,1292
BL,726
BL,780
BL,1852
BL,818
BL,755
BL,714
BL,689
BL,639
BL,721
BL,1344
BL,1353
BL,687
BL,754
BL,780
BL,791
BL,597
BL,1291
BL,817
BL,709
BL,766
BL,824
BL,824
BL,692
BL,768
BL,813
BL,1689
BL,755
BL,816
BL,1387
BL,751
BL,1387
BL,755
BL,698
BL,1386
BL,788
BL,1357
BL,683
BL,813
BL,861
BL,704
BL,808
BL,658
BL,780
BL,769
BL,780
BL,678
BL,1270
BL,1004
BL,804
BL,756
BL,689
BL,834
BL,709
BL,837
BL,821
BL,677
BL,773
BL,845
BL,639
BL,851
BL,1370
BL,1277
BL,688
BL,627
BL,835
BL,799
BL,757
BL,785
BL,697
BL,764
BL,712
BL,672
BL,805
BL,708
BL,884
BL,794
BL,755
BL,721
BL,1302
BL,1122
BL,649
BL,1330
BL,704
BL,743
BL,2011
BL,801
BL,1297
BL,748
BL,1693
BL,745
BL,755
BL,667
BL,762
BL,1313
BL,640
BL,1292
BL,679
BL,751
BL,762
BL,798
BL,1340
BL,794
BL,825
BL,737
BL,807
BL,812
BL,865
BL,761
BL,641
BL,767
BL,735
BL,878
BL,1649
BL,679
BL,735
BL,708
BL,766
BL,814
BL,738
BL,802
BL,581
BL,781
BL,706
BL,667
BL,1974
BL,648
BL,806
BL,803
BL,730
BL,746
BL,1304
BL,781
BL,1690
BL,733
BL,739
BL,1323
BL,763
BL,1656
BL,1299
BL,830
BL,806
BL,749
BL,688
BL,1284
BL,2014
BL,1292
BL,789
BL,673
BL,852
BL,694
BL,747
BL,740
BL,715
BL,823
BL,839
BL,1628
BL,1638
BL,804
BL,1278
BL,696
BL,771
BL,777
BL,661
BL,748
BL,787
BL,754
BL,671
BL,1307
BL,801
BL,842
BL,718
BL,776
BL,735
BL,612
BL,851
BL,616
BL,790
BL,781
BL,604
BL,780
BL,864
BL,844
BL,753
BL,809
BL,744
BL,771
BL,807
BL,1353
BL,708
BL,695
BL,736
BL,806
BL,639
BL,637
BL,799
BL,665
BL,722
BL,2009
BL,694
BL,1291
BL,1309
BL,1287
BL,1294
BL,1331
BL,707
BL,584
BL,1316
BL,775
BL,823
BL,827
BL,1988
BL,692
BL,2016
BL,687
BL,1303
BL,723
BL,746
BL,823
BL,831
BL,756
BL,821
BL,1999
BL,1371
BL,805
BL,754
BL,685
BL,746
BL,713
BL,835
BL,1302
BL,814
BL,660
BL,690
BL,1306
BL,836
BL,1278
BL,712
BL,689
BL,781
BL,1966
BL,754
BL,728
BL,724
BL,719
BL,673
BL,759
BL,1397
BL,1338
BL,741
BL,816
BL,784
BL,774
BL,681
BL,1336
BL,859
BL,730
BL,758
BL,805
BL,809
BL,715
BL,750
BL,834
BL,1668
BL,797
BL,872
BL,1378
BL,779
BL,1379
BL,785
BL,713
BL,1377
BL,826
BL,1348
BL,685
BL,869
BL,867
BL,762
BL,773
BL,695
BL,818
BL,810
BL,772
BL,665
BL,1280
BL,1031
BL,824
BL,783
BL,714
BL,850
BL,742
BL,856
BL,818
BL,694
BL,764
BL,854
BL,654
BL,884
BL,1356
BL,1329
BL,742
BL,699
BL,854
BL,824
BL,819
BL,805
BL,699
BL,745
BL,715
BL,674
BL,813
BL,729
BL,897
BL,804
BL,792
BL,742
BL,1350
BL,1165
BL,687
BL,1378
BL,728
BL,746
BL,2013
BL,828
BL,1323
BL,758
BL,1687
BL,752
BL,817
BL,735
BL,761
BL,1284
BL,708
BL,1344
BL,690
BL,779
BL,744
BL,814
BL,1331
BL,810
BL,864
BL,745
BL,805
BL,829
BL,864
BL,763
BL,679
BL,781
BL,766
BL,909
BL,1638
BL,681
BL,756
BL,694
BL,772
BL,803
BL,738
BL,773
BL,584
BL,794
BL,734
BL,672
BL,1956
BL,686
BL,843
BL,817
BL,735
BL,732
BL,1347
BL,783
BL,1682
BL,732
BL,738
BL,1351
BL,765
BL,1662
BL,1338
BL,848
BL,822
BL,739
BL,734
BL,1336
BL,2007
BL,1340
BL,761
BL,675
BL,817
BL,668
BL,729
BL,775
BL,726
BL,844
BL,870
BL,1627
BL,1600
BL,814
BL,1320
BL,698
BL,784
BL,785
BL,691
BL,755
BL,774
BL,762
BL,711
BL,1349
BL,817
BL,872
BL,770
BL,798
BL,736
BL,639
BL,862
BL,679
BL,793
BL,753
BL,648
BL,751
BL,847
BL,874
BL,793
BL,811
BL,744
BL,779
BL,844
BL,1339
BL,729
BL,749
BL,788
BL,830
BL,709
BL,675
BL,866
BL,682
BL,713
BL,2015
BL,727
BL,1336
BL,1355
BL,1339
BL,1344
BL,1365
BL,761
BL,569
BL,1357
BL,745
BL,829
BL,845
BL,1981
BL,728
BL,2011
BL,702
BL,1351
BL,771
BL,736
BL,851
BL,887
BL,764
BL,810
BL,1989
BL,1357
BL,832
BL,782
BL,719
BL,750
BL,736
BL,833
BL,1354
BL,795
BL,652
BL,686
BL,1358
BL,857
BL,1324
BL,733
BL,657
BL,822
BL,1961
BL,736
BL,714
BL,1344
BL,1337
BL,1345
BL,1249
BL,1265
BL,1317
BL,1838
BL,1277
BL,1354
BL,1317
BL,1313
BL,1446
BL,1243
BL,1288
BL,1288
BL,1314
BL,1327
BL,1244
BL,1266
BL,1473
BL,1288
BL,1290
BL,1261
BL,1333
BL,1344
BL,1314
BL,2076
BL,1310
BL,1404
BL,1336
BL,1829
BL,1282
BL,1371
BL,1864
BL,1229
BL,1344
BL,1257
BL,1828
BL,1214
BL,1782
BL,1321
BL,1224
BL,1304
BL,1211
BL,1319
BL,1326
BL,1237
BL,1202
BL,1242
BL,1239
BL,1319
BL,1287
BL,1465
BL,1273
BL,1319
BL,1251
BL,1204
BL,1271
BL,1252
BL,1318
BL,1264
BL,1334
BL,1283
BL,1378
BL,1320
BL,1354
BL,1298
BL,1260
BL,1297
BL,1835
BL,1290
BL,1275
BL,1296
BL,1281
BL,1240
BL,1300
BL,1355
BL,1378
BL,1319
BL,1412
BL,1324
BL,1310
BL,1318
BL,1360
BL,1328
BL,1320
BL,1259
BL,1282
BL,1311
BL,1259
BL,1282
BL,1265
BL,1288
BL,1345
BL,1227
BL,1292
BL,1374
BL,2390
BL,1281
BL,1297
BL,1323
BL,1341
BL,2099
BL,1273
BL,1264
BL,1355
BL,1282
BL,1373
BL,1805
BL,1301
BL,1324
BL,1253
BL,1238
BL,1350
BL,1182
BL,1760
BL,1230
BL,1323
BL,1326
BL,1406
BL,1215
BL,1294
BL,1363
BL,1252
BL,1277
BL,1380
BL,1248
BL,1272
BL,2061
BL,1220
BL,1317
BL,1340
BL,1283
BL,1340
BL,1231
BL,1332
BL,1264
BL,1342
BL,1298
BL,1288
BL,1238
BL,1275
BL,1227
BL,1323
BL,1327
BL,2358
BL,1259
BL,1299
BL,1353
BL,1352
BL,1308
BL,1381
BL,2106
BL,1361
BL,1365
BL,1365
BL,2084
BL,1277
BL,1320
BL,1269
BL,1414
BL,1284
BL,2392
BL,1299
BL,1374
BL,1311
BL,1284
BL,1336
BL,1394
BL,1356
BL,1383
BL,1358
BL,1284
BL,1263
BL,2088
BL,1292
BL,2045
BL,1306
BL,1318
BL,1226
BL,1416
BL,1289
BL,1280
BL,1284
BL,1299
BL,1253
BL,1288
BL,1305
BL,1364
BL,1277
BL,1258
BL,1185
BL,1320
BL,1317
BL,1268
BL,1340
BL,1311
BL,1397
BL,1285
BL,1258
BL,1268
BL,1304
BL,1366
BL,1249
BL,1272
BL,1274
BL,1322
BL,1300
BL,1368
BL,1348
BL,1410
BL,1294
BL,1837
BL,1249
BL,1328
BL,1298
BL,1229
BL,1296
BL,1237
BL,1323
BL,1184
BL,1300
BL,1242
BL,1269
BL,1257
BL,1347
BL,1317
BL,1276
BL,2403
BL,1233
BL,1325
BL,1310
BL,1287
BL,1281
BL,1278
BL,1367
BL,1262
BL,1288
BL,1299
BL,1294
BL,2367
BL,1307
BL,2395
BL,1303
BL,1306
BL,1411
BL,1347
BL,1325
BL,1342
BL,1260
BL,2388
BL,1836
BL,1281
BL,1374
BL,1308
BL,1359
BL,1368
BL,1422
BL,1227
BL,1308
BL,1313
BL,1406
BL,1363
BL,1332
BL,1371
BL,1227
BL,2330
BL,1403
BL,1348
BL,789
BL,1363
BL,619
BL,1297
BL,729
BL,683
BL,751
BL,694
BL,1325
BL,792
BL,733
BL,809
BL,812
BL,754
BL,708
BL,785
BL,787
BL,1653
BL,701
BL,775
BL,1329
BL,637
BL,1339
BL,743
BL,687
BL,1328
BL,753
BL,1324
BL,794
BL,793
BL,743
BL,764
BL,729
BL,768
BL,807
BL,807
BL,1334
BL,989
BL,779
BL,752
BL,697
BL,685
BL,782
BL,745
BL,803
BL,772
BL,722
BL,704
BL,783
BL,818
BL,1308
BL,1314
BL,716
BL,772
BL,735
BL,773
BL,730
BL,752
BL,758
BL,693
BL,867
BL,741
BL,742
BL,1340
BL,1092
BL,683
BL,760
BL,1379
BL,683
BL,693
BL,755
BL,1904
BL,747
BL,748
BL,758
BL,1341
BL,1673
BL,716
BL,696
BL,730
BL,713
BL,1258
BL,1335
BL,729
BL,769
BL,768
BL,1312
BL,778
BL,786
BL,718
BL,773
BL,819
BL,755
BL,708
BL,771
BL,863
BL,1633
BL,814
BL,736
BL,810
BL,737
BL,780
BL,766
BL,753
BL,808
BL,754
BL,1877
BL,728
BL,1334
BL,1654
BL,1314
BL,1618
BL,1335
BL,757
BL,680
BL,781
BL,667
BL,1319
BL,1923
BL,645
BL,1314
BL,715
BL,758
BL,672
BL,825
BL,721
BL,828
BL,1583
BL,790
BL,1552
BL,1320
BL,748
BL,730
BL,700
BL,723
BL,687
BL,655
BL,782
BL,1352
BL,688
BL,771
BL,793
BL,698
BL,803
BL,711
BL,628
BL,750
BL,750
BL,707
BL,788
BL,834
BL,795
BL,712
BL,727
BL,1315
BL,679
BL,664
BL,728
BL,805
BL,712
BL,796
BL,825
BL,706
BL,694
BL,1912
BL,791
BL,1329
BL,1340
BL,1325
BL,1327
BL,629
BL,792
BL,1346
BL,1348
BL,689
BL,748
BL,704
BL,713
BL,804
BL,1878
BL,1903
BL,1336
BL,839
BL,664
BL,814
BL,819
BL,747
BL,1892
BL,1309
BL,745
BL,736
BL,762
BL,1343
BL,767
BL,1335
BL,834
BL,1301
BL,743
BL,1866
BL,726
BL,1621
BL,1660
BL,1690
BL,1643
BL,1701
BL,2161
BL,1679
BL,1699
BL,1662
BL,1698
BL,1736
BL,1670
BL,1730
BL,1698
BL,1639
BL,2105
BL,1740
BL,1705
BL,1643
BL,1760
BL,1696
BL,1704
BL,1688
BL,1723
BL,1703
BL,1690
BL,1635
BL,1685
BL,1739
BL,1655
BL,1717
BL,1688
BL,1719
BL,1656
BL,1711
BL,1698
BL,1634
BL,1710
BL,1687
BL,1712
BL,1701
BL,1605
BL,1674
BL,1712
BL,1663
BL,1708
BL,1675
BL,1693
BL,1691
BL,1758
BL,1756
BL,1620
BL,1666
BL,2088
BL,1885
BL,1692
BL,1705
BL,1715
BL,1681
BL,1695
BL,1659
BL,1682
BL,1718
BL,1698
BL,1700
BL,1669
BL,1656
BL,1667
BL,1697
BL,1648
BL,1747
BL,1714
BL,2095
BL,1642
BL,1720
BL,1660
BL,1700
BL,1697
BL,1751
BL,1697
BL,1561
BL,1607
BL,1644
BL,1676
BL,1622
BL,1750
BL,1681
BL,1644
BL,1693
BL,1729
BL,1701
BL,1674
BL,2129
BL,2011
BL,1704
BL,1681
BL,1651
BL,2151
BL,1695
BL,1683
BL,1672
BL,1688
BL,1680
BL,2187
BL,1699
BL,1693
BL,1687
BL,2099
BL,1673
BL,1670
BL,1718
BL,1699
BL,1666
BL,1651
BL,1701
BL,1669
BL,2117
BL,1658
BL,1721
BL,1679
BL,1629
BL,1747
BL,1708
BL,1699
BL,1719
BL,1674
BL,1682
BL,1736
BL,1695
BL,1663
BL,1644
BL,1689
BL,1642
BL,1671
BL,1723
BL,1760
BL,1629
BL,1666
BL,1687
BL,1663
BL,1763
BL,1670
BL,1705
BL,1676
BL,1704
BL,1692
BL,1753
BL,1673
BL,1705
BL,1677
BL,1685
BL,2152
BL,1651
BL,1645
BL,1549
BL,1642
BL,1629
BL,2098
BL,1622
BL,1649
BL,1655
BL,2101
BL,1666
BL,2086
BL,1702
BL,1687
BL,1695
BL,1700
BL,1620
BL,2101
BL,2193
BL,1687
BL,2120
BL,1644
BL,1623
BL,1695
BL,1656
BL,1676
BL,1618
BL,1669
BL,1737
BL,1705
BL,1743
BL,1761
BL,1637
BL,2104
BL,1606
BL,1694
BL,1662
BL,1671
BL,1682
BL,1742
BL,1687
BL,1708
BL,1698
BL,1693
BL,1728
BL,1639
BL,2109
BL,1713
BL,1750
BL,1716
BL,1713
BL,1735
BL,1698
BL,1685
BL,1630
BL,1698
BL,1702
BL,1690
BL,1704
BL,1637
BL,1682
BL,1706
BL,1714
BL,1718
BL,1709
BL,1585
BL,1682
BL,1656
BL,1666
BL,1694
BL,1730
BL,1644
BL,1705
BL,1713
BL,1634
BL,1754
BL,1721
BL,1708
BL,1670
BL,1651
BL,1712
BL,1706
BL,1681
BL,1673
BL,1665
BL,2176
BL,1761
BL,1678
BL,2105
BL,2125
BL,2113
BL,2106
BL,1693
BL,1758
BL,2105
BL,1666
BL,1656
BL,2116
BL,1658
BL,1718
BL,1740
BL,1710
BL,1724
BL,2168
BL,1657
BL,2178
BL,1681
BL,2092
BL,1652
BL,1695
BL,1710
BL,1733
BL,1710
BL,1694
BL,2189
BL,1715
BL,1701
BL,1659
BL,1652
BL,1704
BL,1672
BL,1658
BL,1657
BL,2119
BL,1702
BL,1679
BL,1621
BL,2132
BL,1742
BL,2117
BL,1648
BL,1670
BL,1721
BL,2109
BL,1647
BL,1634
BL,778
BL,709
BL,746
BL,725
BL,818
BL,1357
BL,652
BL,1324
BL,705
BL,667
BL,714
BL,809
BL,615
BL,709
BL,1283
BL,777
BL,714
BL,798
BL,722
BL,862
BL,749
BL,694
BL,746
BL,776
BL,811
BL,1687
BL,678
BL,784
BL,1341
BL,671
BL,735
BL,1353
BL,751
BL,652
BL,1340
BL,1317
BL,734
BL,834
BL,720
BL,796
BL,792
BL,742
BL,709
BL,1269
BL,815
BL,778
BL,647
BL,667
BL,819
BL,733
BL,845
BL,730
BL,802
BL,768
BL,743
BL,796
BL,814
BL,743
BL,1342
BL,1281
BL,727
BL,765
BL,670
BL,802
BL,774
BL,792
BL,743
BL,802
BL,705
BL,734
BL,716
BL,713
BL,730
BL,1315
BL,1071
BL,656
BL,767
BL,652
BL,1352
BL,708
BL,726
BL,686
BL,751
BL,709
BL,1913
BL,745
BL,752
BL,1273
BL,716
BL,1670
BL,670
BL,692
BL,728
BL,1267
BL,699
BL,1304
BL,737
BL,681
BL,770
BL,1277
BL,796
BL,700
BL,743
BL,712
BL,665
BL,741
BL,776
BL,1648
BL,774
BL,741
BL,753
BL,775
BL,745
BL,811
BL,736
BL,755
BL,749
BL,793
BL,710
BL,748
BL,695
BL,1895
BL,672
BL,808
BL,742
BL,765
BL,1295
BL,798
BL,1699
BL,730
BL,736
BL,1279
BL,712
BL,1674
BL,1289
BL,735
BL,817
BL,766
BL,705
BL,1287
BL,1920
BL,659
BL,1299
BL,764
BL,735
BL,723
BL,765
BL,777
BL,742
BL,718
BL,1613
BL,753
BL,1588
BL,807
BL,1293
BL,742
BL,796
BL,669
BL,697
BL,737
BL,656
BL,627
BL,743
BL,683
BL,1286
BL,655
BL,777
BL,732
BL,833
BL,662
BL,771
BL,704
BL,756
BL,680
BL,820
BL,761
BL,790
BL,1336
BL,666
BL,713
BL,684
BL,737
BL,695
BL,790
BL,698
BL,643
BL,657
BL,724
BL,701
BL,653
BL,1909
BL,798
BL,734
BL,1287
BL,1315
BL,1295
BL,1296
BL,630
BL,756
BL,1296
BL,705
BL,678
BL,1283
BL,767
BL,701
BL,771
BL,1899
BL,707
BL,1921
BL,725
BL,1317
BL,761
BL,756
BL,1924
BL,1343
BL,738
BL,718
BL,773
BL,753
BL,769
BL,793
BL,1316
BL,670
BL,798
BL,1303
BL,1289
BL,717
BL,751
BL,1847
BL,786
BL,721
BL,748
BL,713
BL,600
BL,715
BL,1344
BL,1371
BL,686
BL,692
BL,693
BL,775
BL,646
BL,1283
BL,743
BL,629
BL,742
BL,849
BL,737
BL,711
BL,764
BL,812
BL,1723
BL,771
BL,683
BL,1378
BL,719
BL,1405
BL,769
BL,716
BL,1377
BL,705
BL,1320
BL,742
BL,732
BL,857
BL,671
BL,644
BL,668
BL,679
BL,705
BL,750
BL,629
BL,1276
BL,946
BL,804
BL,733
BL,671
BL,832
BL,715
BL,843
BL,803
BL,717
BL,738
BL,844
BL,691
BL,773
BL,1358
BL,1262
BL,705
BL,635
BL,843
BL,685
BL,695
BL,780
BL,755
BL,789
BL,709
BL,740
BL,691
BL,628
BL,824
BL,727
BL,682
BL,649
BL,1291
BL,1103
BL,645
BL,1322
BL,722
BL,732
BL,1944
BL,691
BL,1264
BL,696
BL,1718
BL,670
BL,693
BL,656
BL,769
BL,1304
BL,667
BL,1278
BL,711
BL,672
BL,758
BL,671
BL,1304
BL,788
BL,731
BL,686
BL,818
BL,769
BL,768
BL,721
BL,622
BL,773
BL,755
BL,810
BL,1668
BL,747
BL,722
BL,699
BL,760
BL,700
BL,703
BL,627
BL,626
BL,729
BL,705
BL,648
BL,1897
BL,629
BL,715
BL,737
BL,748
BL,763
BL,1263
BL,747
BL,1691
BL,699
BL,705
BL,1257
BL,725
BL,1674
BL,1271
BL,744
BL,806
BL,730
BL,691
BL,1264
BL,1937
BL,1278
BL,756
BL,741
BL,733
BL,707
BL,742
BL,714
BL,746
BL,778
BL,778
BL,1649
BL,1633
BL,808
BL,1287
BL,754
BL,723
BL,767
BL,653
BL,647
BL,624
BL,738
BL,643
BL,1278
BL,674
BL,737
BL,660
BL,767
BL,711
BL,643
BL,835
BL,441
BL,619
BL,748
BL,628
BL,597
BL,777
BL,739
BL,713
BL,787
BL,709
BL,761
BL,702
BL,1333
BL,628
BL,709
BL,677
BL,714
BL,666
BL,624
BL,762
BL,682
BL,716
BL,1924
BL,739
BL,1283
BL,1298
BL,1275
BL,1274
BL,1277
BL,678
BL,673
BL,1278
BL,745
BL,724
BL,773
BL,1903
BL,679
BL,1932
BL,702
BL,1287
BL,677
BL,727
BL,762
BL,735
BL,758
BL,722
BL,1917
BL,1359
BL,689
BL,722
BL,713
BL,718
BL,735
BL,835
BL,1293
BL,639
BL,647
BL,753
BL,1288
BL,779
BL,1266
BL,632
BL,685
BL,683
BL,1873
BL,777
BL,730
BL,744
BL,719
BL,701
BL,711
BL,851
BL,1371
BL,660
BL,1334
BL,690
BL,716
BL,741
BL,801
BL,642
BL,723
BL,1335
BL,788
BL,732
BL,843
BL,783
BL,870
BL,781
BL,712
BL,760
BL,814
BL,849
BL,1709
BL,713
BL,804
BL,1331
BL,685
BL,743
BL,1349
BL,754
BL,685
BL,1330
BL,1302
BL,764
BL,855
BL,724
BL,841
BL,841
BL,780
BL,756
BL,1327
BL,850
BL,815
BL,678
BL,734
BL,841
BL,733
BL,872
BL,766
BL,823
BL,793
BL,736
BL,783
BL,838
BL,779
BL,1317
BL,1309
BL,718
BL,766
BL,701
BL,823
BL,801
BL,810
BL,780
BL,809
BL,746
BL,773
BL,762
BL,731
BL,753
BL,1336
BL,1122
BL,741
BL,787
BL,649
BL,1367
BL,735
BL,744
BL,733
BL,787
BL,745
BL,1924
BL,755
BL,817
BL,1355
BL,730
BL,1699
BL,693
BL,711
BL,769
BL,1306
BL,729
BL,1317
BL,738
BL,685
BL,808
BL,1270
BL,838
BL,748
BL,784
BL,741
BL,666
BL,772
BL,788
BL,1636
BL,827
BL,780
BL,786
BL,771
BL,741
BL,850
BL,756
BL,796
BL,781
BL,840
BL,758
BL,761
BL,693
BL,1896
BL,673
BL,804
BL,748
BL,776
BL,1323
BL,773
BL,1687
BL,734
BL,740
BL,1314
BL,741
BL,1684
BL,1316
BL,696
BL,854
BL,793
BL,701
BL,1301
BL,1932
BL,686
BL,1314
BL,806
BL,774
BL,701
BL,761
BL,763
BL,749
BL,739
BL,1674
BL,804
BL,1626
BL,833
BL,1325
BL,779
BL,803
BL,674
BL,729
BL,764
BL,687
BL,662
BL,755
BL,671
BL,1319
BL,688
BL,763
BL,737
BL,825
BL,687
BL,801
BL,672
BL,800
BL,698
BL,806
BL,802
BL,797
BL,1354
BL,697
BL,731
BL,701
BL,750
BL,697
BL,839
BL,728
BL,654
BL,722
BL,716
BL,755
BL,756
BL,1899
BL,845
BL,744
BL,1335
BL,1338
BL,1328
BL,1329
BL,652
BL,811
BL,1341
BL,688
BL,742
BL,1314
BL,808
BL,731
BL,775
BL,1888
BL,678
BL,1917
BL,708
BL,1340
BL,788
BL,746
BL,1921
BL,1318
BL,746
BL,749
BL,769
BL,753
BL,785
BL,808
BL,1345
BL,697
BL,783
BL,1329
BL,1303
BL,735
BL,735
BL,1864
BL,793
BL,742
BL,732
BL,1327
BL,651
BL,1265
BL,710
BL,631
BL,784
BL,621
BL,1283
BL,739
BL,653
BL,776
BL,815
BL,687
BL,580
BL,755
BL,820
BL,1651
BL,623
BL,702
BL,1281
BL,635
BL,1306
BL,722
BL,648
BL,1280
BL,701
BL,1219
BL,717
BL,810
BL,689
BL,742
BL,678
BL,702
BL,774
BL,768
BL,1284
BL,949
BL,797
BL,747
BL,657
BL,561
BL,724
BL,728
BL,825
BL,805
BL,753
BL,709
BL,813
BL,793
BL,1268
BL,1264
BL,633
BL,803
BL,655
BL,726
BL,711
BL,755
BL,741
