Lineage,SNP
BL,1290
BL,1259
BL,1253
BL,1274
BL,1337
BL,1246
BL,1291
BL,1331
BL,1278
BL,2334
BL,1283
BL,2366
BL,1277
BL,1332
BL,1371
BL,1330
BL,1312
BL,1297
BL,1296
BL,2360
BL,1789
BL,1286
BL,1338
BL,1270
BL,1331
BL,1337
BL,1376
BL,1261
BL,1318
BL,1302
BL,1376
BL,1348
BL,1295
BL,1341
BL,1237
BL,2315
BL,1363
BL,1329
BL,1946
BL,1910
BL,1954
BL,1943
BL,1992
BL,2410
BL,1910
BL,2076
BL,1949
BL,1931
BL,1943
BL,1969
BL,1964
BL,1937
BL,1932
BL,2355
BL,1926
BL,2007
BL,1902
BL,2022
BL,1921
BL,1972
BL,1995
BL,2009
BL,1937
BL,1965
BL,1953
BL,1958
BL,2194
BL,2012
BL,1951
BL,1927
BL,2089
BL,1926
BL,1979
BL,2089
BL,1958
BL,1859
BL,1928
BL,2088
BL,1976
BL,2091
BL,1912
BL,1958
BL,1933
BL,1961
BL,1868
BL,1941
BL,1964
BL,1908
BL,2021
BL,2018
BL,1949
BL,1922
BL,2348
BL,2088
BL,1989
BL,1996
BL,1941
BL,1948
BL,1992
BL,1941
BL,1926
BL,2005
BL,1939
BL,1971
BL,1950
BL,1945
BL,1944
BL,1915
BL,1929
BL,1926
BL,2118
BL,2353
BL,1952
BL,2012
BL,1940
BL,1971
BL,1996
BL,1922
BL,1934
BL,1928
BL,1910
BL,1911
BL,1929
BL,1914
BL,1914
BL,1894
BL,1905
BL,1944
BL,1918
BL,1944
BL,1921
BL,2369
BL,2252
BL,1927
BL,1996
BL,1939
BL,2393
BL,1909
BL,1924
BL,1955
BL,1997
BL,1943
BL,1910
BL,2014
BL,2007
BL,2392
BL,1923
BL,2193
BL,1920
BL,1937
BL,1932
BL,1949
BL,1867
BL,2031
BL,1937
BL,2362
BL,1941
BL,1948
BL,1910
BL,1949
BL,1985
BL,2093
BL,1988
BL,1910
BL,1922
BL,1923
BL,1930
BL,1844
BL,1922
BL,1943
BL,1995
BL,1903
BL,1942
BL,1904
BL,2207
BL,2018
BL,1921
BL,1949
BL,1993
BL,1931
BL,2032
BL,1936
BL,1924
BL,1926
BL,1876
BL,1999
BL,2017
BL,1935
BL,1938
BL,1916
BL,1968
BL,1950
BL,1922
BL,1943
BL,1957
BL,1950
BL,2368
BL,1943
BL,2252
BL,1911
BL,1917
BL,2360
BL,1925
BL,2230
BL,2364
BL,1893
BL,1909
BL,1986
BL,1924
BL,1951
BL,2363
BL,1926
BL,2353
BL,1899
BL,1915
BL,1941
BL,1968
BL,1904
BL,1942
BL,1931
BL,1896
BL,1925
BL,1943
BL,2179
BL,2003
BL,2199
BL,1953
BL,2377
BL,1909
BL,1929
BL,1894
BL,1936
BL,1934
BL,2022
BL,1989
BL,1928
BL,1907
BL,1870
BL,1979
BL,1929
BL,2382
BL,1933
BL,1988
BL,1922
BL,1930
BL,2004
BL,1933
BL,1955
BL,1945
BL,1918
BL,2003
BL,1928
BL,1876
BL,1892
BL,1932
BL,1894
BL,1877
BL,1924
BL,1925
BL,1938
BL,1932
BL,1890
BL,1927
BL,2091
BL,1934
BL,1905
BL,1930
BL,1920
BL,1945
BL,2016
BL,1926
BL,1951
BL,1936
BL,1945
BL,1899
BL,1960
BL,1945
BL,1924
BL,1904
BL,2009
BL,1945
BL,2355
BL,2367
BL,2352
BL,2359
BL,1912
BL,2005
BL,2366
BL,1943
BL,1929
BL,2368
BL,1908
BL,1925
BL,2020
BL,2001
BL,1949
BL,1946
BL,1941
BL,2361
BL,1916
BL,1921
BL,1904
BL,1914
BL,1895
BL,1942
BL,2119
BL,1910
BL,1982
BL,1940
BL,1933
BL,1958
BL,1926
BL,2018
BL,2379
BL,1883
BL,1950
BL,1989
BL,2363
BL,1897
BL,2346
BL,1909
BL,1978
BL,1967
BL,1903
BL,1902
BL,673
BL,641
BL,623
BL,703
BL,1357
BL,1295
BL,659
BL,685
BL,686
BL,718
BL,595
BL,1307
BL,739
BL,596
BL,623
BL,772
BL,676
BL,616
BL,741
BL,776
BL,1687
BL,726
BL,716
BL,1327
BL,667
BL,1374
BL,738
BL,685
BL,1326
BL,679
BL,1295
BL,702
BL,704
BL,787
BL,684
BL,643
BL,641
BL,657
BL,694
BL,680
BL,560
BL,1275
BL,941
BL,767
BL,709
BL,604
BL,797
BL,655
BL,762
BL,744
BL,624
BL,679
BL,771
BL,686
BL,782
BL,1314
BL,1302
BL,682
BL,620
BL,760
BL,709
BL,688
BL,724
BL,714
BL,712
BL,648
BL,705
BL,701
BL,595
BL,851
BL,739
BL,645
BL,600
BL,1329
BL,1084
BL,669
BL,1345
BL,673
BL,673
BL,1920
BL,687
BL,1299
BL,645
BL,1687
BL,659
BL,686
BL,627
BL,693
BL,1254
BL,635
BL,1306
BL,618
BL,693
BL,735
BL,657
BL,1253
BL,773
BL,744
BL,653
BL,727
BL,728
BL,796
BL,703
BL,628
BL,678
BL,724
BL,816
BL,1654
BL,712
BL,699
BL,661
BL,752
BL,681
BL,610
BL,623
BL,631
BL,706
BL,669
BL,647
BL,1890
BL,635
BL,675
BL,715
BL,676
BL,678
BL,1313
BL,665
BL,1677
BL,693
BL,699
BL,1310
BL,707
BL,1664
BL,1313
BL,757
BL,769
BL,650
BL,670
BL,1304
BL,1926
BL,1311
BL,677
BL,706
BL,672
BL,695
BL,655
BL,649
BL,657
BL,783
BL,783
BL,1612
BL,1615
BL,727
BL,1331
BL,713
BL,700
BL,738
BL,615
BL,640
BL,620
BL,666
BL,632
BL,1324
BL,660
BL,743
BL,640
BL,768
BL,696
BL,640
BL,767
BL,472
BL,615
BL,669
BL,612
BL,639
BL,819
BL,745
BL,671
BL,701
BL,616
BL,732
BL,660
BL,1293
BL,595
BL,669
BL,657
BL,700
BL,636
BL,606
BL,742
BL,660
BL,634
BL,1935
BL,684
BL,1303
BL,1325
BL,1299
BL,1313
BL,1328
BL,653
BL,644
BL,1318
BL,662
BL,735
BL,786
BL,1889
BL,676
BL,1913
BL,654
BL,1318
BL,633
BL,645
BL,761
BL,787
BL,688
BL,674
BL,1899
BL,1315
BL,687
BL,670
BL,682
BL,692
BL,641
BL,755
BL,1333
BL,633
BL,569
BL,731
BL,1316
BL,794
BL,1295
BL,599
BL,683
BL,651
BL,1882
BL,706
BL,679
BL,1338
BL,1311
BL,1314
BL,1238
BL,1287
BL,1314
BL,1797
BL,1277
BL,1313
BL,1319
BL,1305
BL,1409
BL,1249
BL,1270
BL,1332
BL,1348
BL,1289
BL,1223
BL,1274
BL,1442
BL,1311
BL,1265
BL,1336
BL,1345
BL,1322
BL,1324
BL,2057
BL,1283
BL,1373
BL,1302
BL,1790
BL,1299
BL,1342
BL,1827
BL,1260
BL,1318
BL,1267
BL,1789
BL,1261
BL,1782
BL,1286
BL,1237
BL,1311
BL,1249
BL,1336
BL,1294
BL,1261
BL,1231
BL,1221
BL,1218
BL,1315
BL,1290
BL,1477
BL,1274
BL,1318
BL,1263
BL,1215
BL,1288
BL,1284
BL,1311
BL,1263
BL,1344
BL,1294
BL,1378
BL,1301
BL,1334
BL,1321
BL,1248
BL,1319
BL,1802
BL,1282
BL,1302
BL,1292
BL,1292
BL,1267
BL,1317
BL,1316
BL,1357
BL,1289
BL,1381
BL,1325
BL,1280
BL,1306
BL,1346
BL,1290
BL,1326
BL,1264
BL,1331
BL,1269
BL,1264
BL,1308
BL,1252
BL,1274
BL,1321
BL,1240
BL,1317
BL,1341
BL,2362
BL,1310
BL,1292
BL,1340
BL,1314
BL,2120
BL,1299
BL,1278
BL,1314
BL,1282
BL,1354
BL,1770
BL,1307
BL,1305
BL,1258
BL,1291
BL,1318
BL,1205
BL,1755
BL,1247
BL,1336
BL,1318
BL,1377
BL,1225
BL,1315
BL,1311
BL,1242
BL,1302
BL,1351
BL,1276
BL,1280
BL,2056
BL,1202
BL,1287
BL,1329
BL,1316
BL,1326
BL,1194
BL,1327
BL,1319
BL,1324
BL,1318
BL,1313
BL,1219
BL,1256
BL,1264
BL,1297
BL,1299
BL,2337
BL,1249
BL,1334
BL,1358
BL,1347
BL,1310
BL,1363
BL,2098
BL,1342
BL,1346
BL,1315
BL,2082
BL,1282
BL,1301
BL,1272
BL,1387
BL,1291
BL,2353
BL,1311
BL,1342
BL,1281
BL,1347
BL,1308
BL,1374
BL,1320
BL,1333
BL,1348
BL,1287
BL,1276
BL,2078
BL,1261
BL,2023
BL,1319
BL,1288
BL,1259
BL,1393
BL,1282
BL,1290
BL,1281
BL,1314
BL,1271
BL,1300
BL,1311
BL,1321
BL,1271
BL,1266
BL,1208
BL,1304
BL,1313
BL,1296
BL,1302
BL,1295
BL,1380
BL,1270
BL,1278
BL,1292
BL,1326
BL,1334
BL,1238
BL,1294
BL,1287
BL,1306
BL,1254
BL,1352
BL,1330
BL,1387
BL,1320
BL,1793
BL,1243
BL,1290
BL,1288
BL,1242
BL,1286
BL,1216
BL,1314
BL,1205
BL,1306
BL,1230
BL,1267
BL,1243
BL,1303
BL,1311
BL,1278
BL,2364
BL,1208
BL,1323
BL,1310
BL,1254
BL,1285
BL,1286
BL,1346
BL,1270
BL,1283
BL,1335
BL,1299
BL,2333
BL,1285
BL,2352
BL,1295
BL,1336
BL,1384
BL,1348
BL,1321
BL,1308
BL,1313
BL,2346
BL,1803
BL,1312
BL,1345
BL,1290
BL,1340
BL,1357
BL,1395
BL,1257
BL,1329
BL,1299
BL,1382
BL,1354
BL,1292
BL,1346
BL,1265
BL,2312
BL,1367
BL,1347
BL,743
BL,732
BL,750
BL,762
BL,759
BL,1396
BL,662
BL,1202
BL,765
BL,805
BL,685
BL,792
BL,764
BL,757
BL,1347
BL,846
BL,772
BL,736
BL,786
BL,757
BL,754
BL,798
BL,753
BL,766
BL,795
BL,1621
BL,807
BL,806
BL,823
BL,1269
BL,696
BL,781
BL,1286
BL,769
BL,755
BL,761
BL,1268
BL,793
BL,1241
BL,705
BL,812
BL,748
BL,713
BL,758
BL,781
BL,796
BL,784
BL,780
BL,709
BL,710
BL,1349
BL,1011
BL,768
BL,765
BL,733
BL,758
BL,776
BL,734
BL,723
BL,736
BL,778
BL,897
BL,1242
BL,1328
BL,805
BL,768
BL,717
BL,772
BL,818
BL,806
BL,784
BL,711
BL,756
BL,718
BL,820
BL,696
BL,735
BL,893
BL,793
BL,766
BL,748
BL,1360
BL,1173
BL,652
BL,762
BL,749
BL,1394
BL,697
BL,753
BL,706
BL,760
BL,757
BL,1888
BL,811
BL,789
BL,761
BL,1374
BL,715
BL,1644
BL,764
BL,756
BL,806
BL,764
BL,1171
BL,727
BL,1351
BL,732
BL,727
BL,794
BL,789
BL,830
BL,1231
BL,867
BL,703
BL,799
BL,880
BL,715
BL,750
BL,740
BL,759
BL,891
BL,1580
BL,796
BL,725
BL,754
BL,778
BL,691
BL,793
BL,748
BL,695
BL,702
BL,756
BL,777
BL,768
BL,788
BL,736
BL,733
BL,1863
BL,757
BL,829
BL,816
BL,720
BL,773
BL,1360
BL,727
BL,1641
BL,700
BL,706
BL,1354
BL,719
BL,1627
BL,1354
BL,782
BL,690
BL,760
BL,1335
BL,1899
BL,677
BL,1342
BL,719
BL,772
BL,776
BL,711
BL,739
BL,864
BL,697
BL,843
BL,1564
BL,796
BL,1556
BL,762
BL,1354
BL,710
BL,777
BL,805
BL,740
BL,781
BL,803
BL,755
BL,763
BL,729
BL,701
BL,777
BL,736
BL,1359
BL,764
BL,833
BL,830
BL,772
BL,834
BL,774
BL,797
BL,675
BL,762
BL,703
BL,716
BL,731
BL,720
BL,884
BL,832
BL,756
BL,702
BL,701
BL,799
BL,804
BL,1232
BL,710
BL,735
BL,690
BL,719
BL,743
BL,778
BL,788
BL,795
BL,728
BL,756
BL,828
BL,740
BL,747
BL,672
BL,674
BL,1902
BL,797
BL,737
BL,1347
BL,1363
BL,1345
BL,1347
BL,725
BL,773
BL,1365
BL,771
BL,767
BL,1362
BL,773
BL,807
BL,760
BL,854
BL,1850
BL,760
BL,1888
BL,739
BL,1355
BL,753
BL,856
BL,838
BL,768
BL,754
BL,1868
BL,1243
BL,813
BL,784
BL,722
BL,716
BL,777
BL,780
BL,1363
BL,701
BL,773
BL,835
BL,1355
BL,873
BL,1326
BL,739
BL,807
BL,789
BL,1863
BL,755
BL,701
BL,1331
BL,654
BL,1242
BL,773
BL,721
BL,778
BL,701
BL,1300
BL,795
BL,704
BL,801
BL,748
BL,672
BL,660
BL,732
BL,821
BL,1591
BL,703
BL,748
BL,1248
BL,720
BL,1247
BL,723
BL,721
BL,1247
BL,773
BL,1220
BL,763
BL,818
BL,709
BL,814
BL,757
BL,761
BL,799
BL,793
BL,1274
BL,935
BL,805
BL,667
BL,740
BL,623
BL,679
BL,702
BL,835
BL,800
BL,788
BL,688
BL,814
BL,814
BL,1230
BL,1281
BL,682
BL,800
BL,670
BL,769
BL,772
BL,688
BL,767
BL,606
BL,801
BL,743
BL,723
BL,1304
BL,1108
BL,705
BL,687
BL,1343
BL,642
BL,630
BL,677
BL,1918
BL,751
BL,673
BL,675
BL,1311
BL,1623
BL,735
BL,741
BL,774
BL,719
BL,1175
BL,1300
BL,711
BL,752
BL,810
BL,1219
BL,805
BL,778
BL,745
BL,773
BL,826
BL,675
BL,693
BL,713
BL,793
BL,1572
BL,783
BL,675
BL,808
BL,722
BL,735
BL,805
BL,671
BL,792
BL,771
BL,1870
BL,767
BL,1292
BL,1605
BL,1300
BL,1621
BL,1301
BL,753
BL,697
BL,809
BL,737
BL,1281
BL,1915
BL,706
BL,1281
BL,719
BL,739
BL,709
BL,789
BL,693
BL,749
BL,1556
BL,749
BL,1516
BL,1285
BL,760
BL,747
BL,715
BL,647
BL,725
BL,693
BL,792
BL,1312
BL,724
BL,813
BL,776
BL,719
BL,753
BL,764
BL,721
BL,707
BL,803
BL,711
BL,823
BL,829
BL,778
BL,727
BL,748
BL,1203
BL,663
BL,655
BL,661
BL,791
BL,731
BL,774
BL,760
BL,664
BL,567
BL,1918
BL,790
BL,1300
BL,1307
BL,1298
BL,1292
BL,664
BL,757
BL,1315
BL,1311
BL,700
BL,744
BL,719
BL,702
BL,771
BL,1881
BL,1911
BL,1310
BL,816
BL,734
BL,776
BL,759
BL,717
BL,1910
BL,1231
BL,759
BL,769
BL,665
BL,1314
BL,803
BL,1306
BL,798
BL,1270
BL,774
BL,1863
BL,671
BL,762
BL,744
BL,769
BL,726
BL,870
BL,1403
BL,666
BL,1342
BL,705
BL,682
BL,763
BL,817
BL,677
BL,760
BL,1355
BL,809
BL,755
BL,775
BL,734
BL,865
BL,839
BL,676
BL,743
BL,767
BL,830
BL,1659
BL,671
BL,818
BL,1346
BL,666
BL,737
BL,1391
BL,809
BL,708
BL,1345
BL,1313
BL,742
BL,813
BL,762
BL,773
BL,771
BL,790
BL,742
BL,1301
BL,810
BL,844
BL,720
BL,719
BL,868
BL,774
BL,832
BL,763
BL,791
BL,763
BL,764
BL,754
BL,818
BL,747
BL,1356
BL,1333
BL,731
BL,803
BL,745
BL,789
BL,821
BL,827
BL,747
BL,805
BL,728
BL,738
BL,726
BL,754
BL,741
BL,1366
BL,1116
BL,657
BL,840
BL,703
BL,1402
BL,731
BL,743
BL,723
BL,845
BL,761
BL,1945
BL,852
BL,817
BL,1284
BL,758
BL,1695
BL,733
BL,734
BL,730
BL,1288
BL,751
BL,1353
BL,760
BL,671
BL,769
BL,1279
BL,814
BL,747
BL,764
BL,765
BL,704
BL,831
BL,785
BL,1640
BL,774
BL,745
BL,772
BL,839
BL,752
BL,790
BL,766
BL,759
BL,841
BL,770
BL,750
BL,743
BL,721
BL,1905
BL,711
BL,799
BL,781
BL,775
BL,1310
BL,774
BL,1685
BL,769
BL,775
BL,1314
BL,767
BL,1698
BL,1350
BL,727
BL,812
BL,758
BL,736
BL,1336
BL,1941
BL,672
BL,1347
BL,772
BL,739
BL,714
BL,745
BL,763
BL,785
BL,711
BL,1647
BL,746
BL,1578
BL,834
BL,1357
BL,746
BL,803
BL,696
BL,698
BL,835
BL,712
BL,695
BL,768
BL,713
BL,1351
BL,713
BL,802
BL,785
BL,792
BL,691
BL,817
BL,708
BL,764
BL,706
BL,798
BL,765
BL,797
BL,1363
BL,734
BL,754
BL,680
BL,733
BL,734
BL,769
BL,750
BL,692
BL,734
BL,756
BL,737
BL,709
BL,1914
BL,770
BL,773
BL,1355
BL,1372
BL,1350
BL,1353
BL,682
BL,777
BL,1345
BL,699
BL,723
BL,1346
BL,776
BL,696
BL,809
BL,1906
BL,721
BL,1937
BL,704
BL,1365
BL,755
BL,774
BL,1938
BL,1357
BL,740
BL,776
BL,779
BL,768
BL,798
BL,832
BL,1374
BL,633
BL,779
BL,1356
BL,1335
BL,758
BL,719
BL,1869
BL,787
BL,768
BL,764
BL,1358
BL,655
BL,1253
BL,700
BL,734
BL,783
BL,670
BL,1320
BL,763
BL,654
BL,793
BL,826
BL,698
BL,602
BL,746
BL,813
BL,1647
BL,621
BL,724
BL,1297
BL,675
BL,1312
BL,754
BL,695
BL,1296
BL,729
BL,1249
BL,762
BL,816
BL,698
BL,764
BL,709
BL,763
BL,791
BL,787
BL,1316
BL,957
BL,813
BL,680
BL,714
BL,670
BL,712
BL,734
BL,837
BL,797
BL,762
BL,673
BL,813
BL,789
BL,1291
BL,1296
BL,636
BL,797
BL,673
BL,752
BL,701
BL,766
BL,760
BL,670
BL,792
BL,749
BL,707
BL,1321
BL,1073
BL,726
BL,686
BL,1368
BL,701
BL,670
BL,705
BL,1968
BL,737
BL,694
BL,668
BL,1336
BL,1656
BL,723
BL,707
BL,701
BL,717
BL,1244
BL,1323
BL,741
BL,762
BL,778
BL,1257
BL,816
BL,770
BL,746
BL,810
BL,785
BL,701
BL,766
BL,756
BL,833
BL,1612
BL,798
BL,669
BL,800
BL,718
BL,735
BL,762
BL,699
BL,786
BL,763
BL,1928
BL,761
BL,1305
BL,1647
BL,1305
BL,1638
BL,1313
BL,762
BL,701
BL,813
BL,721
BL,1305
BL,1968
BL,695
BL,1308
BL,776
BL,714
BL,710
BL,778
BL,754
BL,796
BL,1623
BL,758
BL,1564
BL,1307
BL,759
BL,737
BL,629
BL,673
BL,695
BL,663
BL,751
BL,1321
BL,698
BL,781
BL,773
BL,678
BL,724
BL,758
BL,699
BL,690
BL,760
BL,768
BL,780
BL,760
BL,775
BL,723
BL,734
BL,1279
BL,692
BL,616
BL,698
BL,785
BL,692
BL,802
BL,816
BL,649
BL,707
BL,1934
BL,781
BL,1320
BL,1325
BL,1319
BL,1308
BL,675
BL,747
BL,1336
BL,1315
BL,781
BL,760
BL,633
BL,656
BL,770
BL,1934
BL,1968
BL,1326
BL,837
BL,718
BL,790
BL,758
BL,707
BL,1961
BL,1292
BL,741
BL,748
BL,679
BL,1330
BL,775
BL,1323
BL,779
BL,1299
BL,722
BL,1894
BL,734
BL,705
BL,678
BL,673
BL,735
BL,748
BL,1423
BL,637
BL,1188
BL,711
BL,760
BL,652
BL,776
BL,746
BL,703
BL,1381
BL,817
BL,712
BL,718
BL,807
BL,739
BL,720
BL,758
BL,718
BL,712
BL,762
BL,1644
BL,767
BL,793
BL,815
BL,1249
BL,687
BL,767
BL,1263
BL,798
BL,717
BL,743
BL,1248
BL,770
BL,1228
BL,718
BL,797
BL,783
BL,699
BL,717
BL,746
BL,784
BL,805
BL,803
BL,687
BL,738
BL,1378
BL,1019
BL,737
BL,749
BL,705
BL,775
BL,784
BL,691
BL,672
BL,710
BL,742
BL,866
BL,1219
BL,1359
BL,747
BL,712
BL,689
BL,751
BL,795
BL,761
BL,767
BL,722
BL,721
BL,708
BL,792
BL,721
BL,717
BL,899
BL,789
BL,729
BL,725
BL,1390
BL,1157
BL,659
BL,737
BL,706
BL,1424
BL,671
BL,724
BL,700
BL,725
BL,715
BL,1903
BL,792
BL,747
BL,729
BL,1394
BL,672
BL,1676
BL,765
BL,742
BL,761
BL,732
BL,1152
BL,690
BL,1381
BL,706
BL,692
BL,797
BL,756
BL,802
BL,1241
BL,845
BL,684
BL,819
BL,863
BL,715
BL,709
BL,721
BL,780
BL,895
BL,1617
BL,803
BL,715
BL,712
BL,730
BL,645
BL,816
BL,722
BL,679
BL,687
BL,719
BL,800
BL,716
BL,777
BL,716
BL,710
BL,1874
BL,716
BL,795
BL,809
BL,682
BL,724
BL,1374
BL,700
BL,1677
BL,663
BL,669
BL,1380
BL,715
BL,1672
BL,1384
BL,800
BL,682
BL,712
BL,1363
BL,1904
BL,655
BL,1374
BL,709
BL,745
BL,710
BL,696
BL,689
BL,849
BL,698
BL,851
BL,1595
BL,773
BL,1582
BL,744
BL,1378
BL,721
BL,770
BL,777
BL,713
BL,777
BL,771
BL,721
BL,745
BL,713
BL,680
BL,741
BL,706
BL,1389
BL,744
BL,805
BL,852
BL,733
BL,824
BL,697
BL,785
BL,670
BL,742
BL,661
BL,701
BL,676
BL,709
BL,866
BL,854
BL,745
BL,741
BL,685
BL,771
BL,774
BL,1198
BL,682
BL,717
BL,672
BL,700
BL,698
BL,801
BL,749
BL,831
BL,691
BL,715
BL,851
BL,737
BL,719
BL,667
BL,694
BL,1909
BL,802
BL,680
BL,1381
BL,1392
BL,1375
BL,1379
BL,697
BL,788
BL,1393
BL,717
BL,704
BL,1392
BL,789
BL,771
BL,724
BL,821
BL,1855
BL,714
BL,1900
BL,674
BL,1394
BL,748
BL,846
BL,854
BL,720
BL,742
BL,1874
BL,1220
BL,796
BL,770
BL,727
BL,700
BL,723
BL,771
BL,1394
BL,689
BL,734
BL,770
BL,1385
BL,860
BL,1362
BL,721
BL,742
BL,753
BL,1871
BL,708
BL,822
BL,1370
BL,640
BL,1314
BL,762
BL,689
BL,777
BL,682
BL,1330
BL,787
BL,747
BL,784
BL,815
BL,749
BL,709
BL,793
BL,854
BL,1599
BL,708
BL,741
BL,1305
BL,688
BL,1330
BL,781
BL,697
BL,1304
BL,762
BL,1279
BL,821
BL,833
BL,762
BL,797
BL,738
BL,789
BL,782
BL,780
BL,1329
BL,995
BL,820
BL,794
BL,717
BL,662
BL,807
BL,759
BL,838
BL,822
BL,722
BL,674
BL,851
BL,819
BL,1290
BL,1316
BL,713
BL,822
BL,749
BL,773
BL,763
BL,755
BL,751
BL,712
BL,902
BL,764
BL,739
BL,1334
BL,1122
BL,688
BL,756
BL,1364
BL,697
BL,682
BL,757
BL,1905
BL,794
BL,740
BL,775
BL,1356
BL,1618
BL,777
BL,714
BL,763
BL,740
BL,1262
BL,1321
BL,698
BL,801
BL,797
BL,1267
BL,829
BL,786
BL,728
BL,806
BL,872
BL,743
BL,733
BL,790
BL,864
BL,1572
BL,779
BL,722
BL,789
BL,737
BL,768
BL,782
BL,751
BL,779
BL,795
BL,1893
BL,788
BL,1337
BL,1566
BL,1338
BL,1626
BL,1332
BL,786
BL,678
BL,826
BL,715
BL,1314
BL,1942
BL,649
BL,1320
BL,711
BL,763
BL,696
BL,814
BL,705
BL,850
BL,1540
BL,776
BL,1529
BL,1324
BL,791
BL,779
BL,728
BL,726
BL,701
BL,675
BL,771
BL,1345
BL,700
BL,800
BL,809
BL,690
BL,829
BL,732
BL,655
BL,738
BL,782
BL,703
BL,804
BL,843
BL,811
BL,721
BL,765
BL,1297
BL,683
BL,648
BL,712
BL,778
BL,706
BL,817
BL,834
BL,651
BL,741
BL,1907
BL,743
BL,1328
BL,1342
BL,1329
BL,1338
BL,651
BL,783
BL,1355
BL,1345
BL,702
BL,766
BL,732
BL,733
BL,805
BL,1882
BL,1910
BL,1335
BL,805
BL,712
BL,786
BL,807
BL,753
BL,1909
BL,1291
BL,802
BL,728
BL,744
BL,1346
BL,791
BL,1336
BL,819
BL,1307
BL,751
BL,1870
BL,742
BL,792
BL,1388
BL,664
BL,1288
BL,748
BL,719
BL,765
BL,701
BL,1356
BL,824
BL,705
BL,827
BL,831
BL,727
BL,644
BL,793
BL,798
BL,1676
BL,650
BL,774
BL,1292
BL,695
BL,1305
BL,788
BL,728
BL,1291
BL,772
BL,1255
BL,784
BL,801
BL,759
BL,808
BL,751
BL,752
BL,825
BL,821
BL,1334
BL,1001
BL,794
BL,759
BL,755
BL,669
BL,767
BL,782
BL,820
BL,778
BL,759
BL,736
BL,797
BL,817
BL,1275
BL,1334
BL,679
BL,778
BL,746
BL,766
BL,749
BL,771
BL,750
BL,720
BL,881
BL,758
BL,744
BL,1354
BL,1114
BL,724
BL,719
BL,1399
BL,700
BL,674
BL,735
BL,1924
BL,796
BL,715
BL,726
BL,1383
BL,1669
BL,742
BL,746
BL,749
BL,703
BL,1280
BL,1352
BL,726
BL,800
BL,789
BL,1265
BL,805
BL,792
BL,725
BL,810
BL,853
BL,719
BL,730
BL,799
BL,861
BL,1651
BL,825
BL,697
BL,830
BL,675
BL,770
BL,806
BL,729
BL,818
BL,763
BL,1894
BL,800
BL,1361
BL,1694
BL,1350
BL,1649
BL,1355
BL,772
BL,691
BL,798
BL,704
BL,1342
BL,1931
BL,657
BL,1333
BL,739
BL,785
BL,689
BL,828
BL,721
BL,848
BL,1621
BL,814
BL,1581
BL,1354
BL,751
BL,758
BL,666
BL,708
BL,728
BL,697
BL,787
BL,1371
BL,731
BL,792
BL,795
BL,688
BL,841
BL,753
BL,659
BL,726
BL,798
BL,731
BL,828
BL,812
BL,797
BL,742
BL,775
BL,1273
BL,693
BL,650
BL,734
BL,819
BL,698
BL,832
BL,782
BL,692
BL,734
BL,1925
BL,799
BL,1353
BL,1357
BL,1344
BL,1347
BL,691
BL,793
BL,1382
BL,1369
BL,725
BL,761
BL,670
BL,685
BL,825
BL,1903
BL,1926
BL,1358
BL,850
BL,699
BL,810
BL,817
BL,781
BL,1923
BL,1276
BL,796
BL,739
BL,728
BL,1365
BL,817
BL,1355
BL,837
BL,1321
BL,754
BL,1893
BL,744
BL,832
BL,819
BL,805
BL,792
BL,881
BL,1391
BL,762
BL,1349
BL,766
BL,781
BL,807
BL,898
BL,723
BL,796
BL,1363
BL,880
BL,812
BL,900
BL,811
BL,939
BL,845
BL,764
BL,802
BL,876
BL,926
BL,1702
BL,773
BL,846
BL,1362
BL,780
BL,830
BL,1359
BL,834
BL,762
BL,1361
BL,1318
BL,795
BL,930
BL,825
BL,898
BL,898
BL,839
BL,833
BL,1340
BL,913
BL,872
BL,765
BL,770
BL,926
BL,811
BL,935
BL,833
BL,902
BL,875
BL,811
BL,836
BL,920
BL,821
BL,1380
BL,1332
BL,770
BL,836
BL,771
BL,902
BL,824
BL,890
BL,809
BL,878
BL,802
BL,788
BL,812
BL,811
BL,832
BL,1361
BL,1144
BL,827
BL,842
BL,742
BL,1399
BL,816
BL,805
BL,791
BL,851
BL,823
BL,1907
BL,823
BL,844
BL,1358
BL,825
BL,1737
BL,778
BL,774
BL,835
BL,1316
BL,785
BL,1354
BL,815
BL,745
BL,872
BL,1286
BL,903
BL,813
BL,878
BL,819
BL,726
BL,837
BL,885
BL,1682
BL,874
BL,795
BL,862
BL,851
BL,801
BL,889
BL,803
BL,839
BL,845
BL,897
BL,781
BL,819
BL,781
BL,1880
BL,733
BL,864
BL,829
BL,860
BL,1350
BL,834
BL,1741
BL,801
BL,807
BL,1311
BL,819
BL,1721
BL,1343
BL,761
BL,917
BL,859
BL,801
BL,1342
BL,1896
BL,783
BL,1348
BL,864
BL,789
BL,778
BL,849
BL,814
BL,828
BL,804
BL,1699
BL,869
BL,1651
BL,881
BL,1350
BL,808
BL,859
BL,722
BL,783
BL,836
BL,760
BL,737
BL,818
BL,777
BL,1353
BL,761
BL,857
BL,787
BL,884
BL,761
BL,844
BL,760
BL,856
BL,743
BL,865
BL,845
BL,853
BL,1351
BL,720
BL,811
BL,729
BL,858
BL,796
BL,896
BL,786
BL,710
BL,792
BL,800
BL,798
BL,784
BL,1880
BL,900
